,age,is_selfie_verified,gender,schools,city,show_gender_on_profile,relationship_intent,sexual_orientations,hide_age,hide_distance,is_traveling,custom_gender,zodiac_sign,height,education_level,relationship_type,workout,professions,company_name,has_face
242,25.0,False,,,,0.0,,,,,,,Capricorn,173.0,,,Often,,,True
243,26.0,False,,,,0.0,"Long-term, open to short",,,,0.0,,Virgo,,,Monogamy,Often,Creative Director,,True
244,24.0,False,,,Groningen,0.0,Still figuring it out,,,,,,,,,,,Vastgoed,,True
245,24.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
246,25.0,False,F,,,1.0,,,,,0.0,,,,,,,,,True
247,22.0,False,F,Hanzehogeschool Groningen,Groningen,1.0,,,,,0.0,,,,,,,,,True
248,25.0,True,F,University of Groningen,Groningen,,"Long-term, open to short",,,,0.0,,Scorpio,,In Grad School,Monogamy,Often,,,False
249,26.0,False,F,Rijksuniversiteit Groningen,,1.0,Still figuring it out,Straight,,,,,Sagittarius,,Masters,,Everyday,,,True
250,26.0,False,,,,0.0,,,,,,,Cancer,,,,Often,,,True
251,20.0,False,,luchtvaartdienstverlening,Hoogezand,0.0,Short-term fun,,,,,,Scorpio,173.0,Trade School,,,,,True
252,25.0,True,F,Rijksuniversiteit Groningen,,,,,,,,,,,,,,,,False
253,22.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,0.0,0.0,0.0,,Cancer,,In Grad School,,Sometimes,Caissière,Jumbo Supermarkten,True
254,21.0,False,,,Leek,0.0,,,0.0,0.0,,,Libra,,,,Often,Horeca,,True
255,22.0,True,,,Groningen,0.0,"Short-term, open to long",,,,0.0,,Aquarius,182.0,,,,,,True
256,23.0,False,,University of Groningen,Groningen,0.0,Still figuring it out,,,,,,Leo,,In College,,,Waitress,,True
257,24.0,False,F,Hanze University of Applied Sciences Groningen,,,,,,,,,,,,,,,,True
258,22.0,False,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,,,,,,,In Grad School,,,,,True
259,25.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,,,True
260,23.0,False,,International Business,,0.0,Still figuring it out,,,,,,,,,,,,,True
261,23.0,True,,University of Groningen,,0.0,Still figuring it out,Straight,,,,,,,,,,,,True
262,22.0,False,,,,0.0,Still figuring it out,,,,,,Pisces,163.0,,,,"[{'company': {'name': 'Jack’s Casino'}, 'title': None}]",Jack’s Casino,True
263,22.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,,,True
264,25.0,False,,,,0.0,,,,,,,,,,,,,,True
265,22.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,Open to exploring,,,,True
266,21.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
267,23.0,False,,Hanze University of Applied Sciences Groningen,,0.0,,,,,,,Taurus,,In College,,,,,False
268,20.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,False
269,25.0,False,,,Groningen,0.0,,,0.0,0.0,0.0,,,,,,,,,True
270,24.0,False,,Hanzehogeschool Groningen,,0.0,,,,,,,,,,,,,,True
271,21.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,0.0,,Taurus,,In Grad School,,,Verpleegkunde,,True
272,20.0,False,,Hanze University of Applied Sciences Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,False
273,24.0,False,,,,0.0,,,,,,,,,,,,,,True
274,25.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,Aquarius,,Masters,,,,,True
275,23.0,True,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,,,,,Aquarius,179.0,In Grad School,,Everyday,,,True
276,26.0,False,,,,0.0,,,,,,,Aquarius,,Bachelors,,Often,,,True
277,24.0,True,,,,0.0,,,,,,,Aquarius,,In Grad School,,Often,Verslavingszorg,,True
278,20.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
279,23.0,True,,University of Groningen,,0.0,"Long-term, open to short",,,,,,,188.0,,,,,,True
280,21.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Taurus,160.0,In Grad School,,Often,,,True
281,22.0,True,F,University of Groningen,Groningen,1.0,,,0.0,0.0,,,,,,,,,,True
282,22.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,"Short-term, open to long",,,,0.0,,,,,,Often,,,True
283,24.0,True,,Kunstacademie Minerva Groningen ,Groningen,0.0,,Bisexual,,,,,Aquarius,173.0,,,,Bartender,,True
284,25.0,True,,University of Groningen,,0.0,,,,,,,Aries,184.0,,,,,,True
285,24.0,False,,Hanzehogeschool Groningen,Groningen,0.0,"Long-term, open to short",,,,,,,,In Grad School,,Sometimes,Clinical Research Nurse,QPS Netherlands,True
286,24.0,False,,Hogeschool INHOLLAND,,0.0,Still figuring it out,,,,,,Aries,180.0,In Grad School,,,,,True
287,21.0,False,,Hanzehogeschool Groningen,Groningen,0.0,"Short-term, open to long",,,,,,Leo,160.0,In Grad School,,Sometimes,,,True
288,24.0,False,,,,0.0,"Long-term, open to short",Gay,,,,,Leo,178.0,,Monogamy,,,,True
289,24.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,"Short-term, open to long",,,,,,,193.0,Masters,,Often,,,True
290,25.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Pisces,180.0,In Grad School,,Often,IT Recruiter,,True
291,21.0,False,F,Hanzehogeschool Groningen,Groningen,1.0,"Short-term, open to long",,,,,,Libra,,,,,Communicatie,,True
292,25.0,True,M,Rijksuniversiteit Groningen,Groningen,,,,,,0.0,,,,,,,,,True
293,22.0,False,,,,0.0,Still figuring it out,,,,,,Scorpio,179.0,In Grad School,,Often,,,True
294,,True,M,NHL Hogeschool,Groningen,1.0,,Gay,1.0,0.0,0.0,,Aries,,In Grad School,Open to exploring,Occasionally,,,True
295,26.0,False,F,,,,,,,,0.0,,,,,,,,,True
296,22.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,,,In Grad School,,,,,True
297,26.0,False,M,Windesheim,Groningen,1.0,Still figuring it out,,,,,,Pisces,183.0,In College,,,Docent wiskunde,.,True
298,23.0,False,,,,0.0,,,,,,,,,,,,,,True
299,24.0,True,F,Rijksuniversiteit Groningen,Groningen,1.0,"Long-term, open to short",Straight,,,,,Leo,,Masters,,Often,,,True
300,23.0,False,,Hanzehogeschool Groningen,,0.0,,,,,,,,,,,,,,True
301,21.0,False,F,,Groningen,1.0,Still figuring it out,few,,,0.0,,Aquarius,160.0,,,Often,verkoper,Etos,True
302,22.0,True,,University of Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Cancer,169.0,In College,Monogamy,Everyday,,,True
303,24.0,True,,Hanze University of Applied Sciences Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Libra,180.0,In College,Monogamy,,,,True
304,22.0,True,,,Groningen,0.0,"Long-term, open to short",,,,,,Leo,185.0,,Monogamy,Never,,,True
305,22.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Cancer,,In Grad School,,Sometimes,,,True
306,26.0,True,,Hanzehogeschool Groningen,Groningen,0.0,"Long-term, open to short",,,,,,,,In Grad School,,,Verpleegkundige,,True
307,20.0,True,,Rijksuniversiteit Groningen,,0.0,,,,,,,Virgo,185.0,,,,,,True
308,22.0,False,F,International Hospitality Management Stenden ,Emmen,1.0,,Straight,,,,,Leo,178.0,In Grad School,,,,,True
309,25.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Sagittarius,,In College,,,,,False
310,26.0,True,,Leiden University,,0.0,"Long-term, open to short",,,,,,,184.0,,,,,,True
311,21.0,False,,University of Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Libra,192.0,Bachelors,,Sometimes,Servicemedewerker,Usva,True
312,20.0,False,,Hanzehogeschool Groningen,Groningen,0.0,"Short-term, open to long",,,,,,Leo,,In Grad School,,Often,,,True
313,26.0,False,,,,0.0,"Short-term, open to long",,,,,,Sagittarius,,,,,,,True
314,20.0,True,,Havo,Groningen,0.0,,,,,,,,,,,,,,True
315,26.0,True,,Kaunas University of Technology,Kaunas,0.0,"Long-term, open to short",,,,,,Leo,171.0,Bachelors,,Often,Software developer,,True
316,22.0,False,,University of Groningen,Groningen,0.0,,,,,0.0,,,,,,,Beach club Vooges,,True
317,24.0,True,M,Human Geography and Planning - Rijksuniversiteit Groningen,Groningen,1.0,Long-term partner,,0.0,0.0,,,Leo,,Bachelors,Monogamy,Sometimes,Teamleider,Albert Heijn,True
318,22.0,False,,Rijksuniversiteit Groningen,,0.0,Still figuring it out,,,,,,,,,,,,,True
319,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,0.0,,Leo,,In College,,Sometimes,,,True
320,23.0,False,,Rijksuniversiteit Groningen,,0.0,Still figuring it out,,,,,,Leo,,Masters,,Often,,,True
321,19.0,False,,,,0.0,Still figuring it out,,,,,,Libra,,,,,,,True
322,19.0,False,,NHL Hogeschool,,0.0,Still figuring it out,,,,,,,,,,Often,,,True
323,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,0.0,0.0,,,,180.0,,,,"[{'company': {'name': 'Belsimpel'}, 'title': None}]",Belsimpel,True
324,21.0,False,,Hanzehogeschool Groningen,,0.0,,,,,0.0,,,,,,,,,True
325,20.0,False,F,University of Groningen,Groningen,1.0,Still figuring it out,,,,,,,,,,,,,False
326,23.0,True,,University of Groningen,Groningen,0.0,,,0.0,0.0,0.0,,Leo,185.0,,,Occasionally,Student,,True
327,25.0,False,,University of Groningen,,0.0,,,,,0.0,,Capricorn,,,,,Event Assistent,,True
328,26.0,True,,Design Driven Innovation,Groningen,0.0,,,,,,,Gemini,,Masters,,Often,,,True
329,19.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,False
330,21.0,False,,Hanzehogeschool Groningen,,0.0,,,,,,,,,,,,,,True
331,25.0,False,F,persoonlijk begeleider gehandicaptenzorg ,Groningen,,,,,,,,,,,,,,,True
332,26.0,True,,,,0.0,"Long-term, open to short",,0.0,0.0,,,,,,,,,,True
333,22.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,,,True
334,24.0,True,F,Rijksuniversiteit Groningen,,,,,0.0,0.0,0.0,,,,,,,"[{'company': {'name': 'UMCG'}, 'title': None}]",UMCG,True
335,24.0,True,M,Hanzehogeschool Groningen,Groningen,,,,,,,,Sagittarius,,,Open to exploring,,,,True
336,24.0,False,,Toegepaste Psychologie,Groningen,0.0,,,,,0.0,,Sagittarius,177.0,In Grad School,,,,,True
337,20.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,185.0,Bachelors,,,,,True
338,25.0,False,,NHL Hogeschool,Groningen,0.0,,,,,,,Pisces,,,,,Ambulant hulpverlener,,True
339,19.0,False,,,,0.0,New friends,Bisexual,,,,,,,,,,,,True
340,23.0,False,,,Groningen,0.0,,,,,,,Taurus,,In Grad School,,Often,Verpleegkundige,,True
341,20.0,False,,Rijksuniversiteit Groningen,,0.0,,,,,,,Libra,,In College,,,,,True
342,23.0,True,F,Ca' Foscari University of Venice,Venetië,,"Short-term, open to long",,,,0.0,,,,,,,Zeilinstructeur,,True
343,26.0,False,,,,0.0,,,,,,,,,,,,,,True
344,23.0,True,,Hanze University of Applied Sciences Groningen,Groningen,0.0,,,,,,,,,,,,,,True
345,20.0,True,,,,0.0,Still figuring it out,,,,0.0,,Aries,,In Grad School,,Often,Barvrouw,,True
346,25.0,True,F,biology and medical laboratory research ,Groningen,,Still figuring it out,,,,,,Leo,,In Grad School,,Often,Horeca,,True
347,22.0,False,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,,,,,,,In Grad School,,Often,,,True
348,24.0,False,,Hanzehogeschool Groningen,,0.0,,,0.0,0.0,0.0,,Leo,,,,,Teamleider,Albert Heijn,True
349,24.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,,,True
350,23.0,True,,NHL Stenden,Groningen,0.0,,,,,,,Sagittarius,,In Grad School,,,,,True
351,25.0,False,F,Rijksuniversiteit Groningen,Groningen,,,,,,0.0,,Pisces,,,,,,,True
352,22.0,False,,,Roma,0.0,"Short-term, open to long",Pansexual,,,,,Sagittarius,,,,,,,True
353,22.0,True,F,University of Groningen,Groningen,1.0,,,,,,,,,,,Often,,,True
354,21.0,False,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,,,,,,,,True
355,25.0,True,,University of Groningen,Groningen,0.0,Still figuring it out,,,,,,Leo,178.0,Masters,Monogamy,Sometimes,,,True
356,22.0,True,M,Rijksuniversiteit Groningen,Groningen,1.0,,,,,,,Cancer,192.0,Bachelors,,,,,True
357,20.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,"Short-term, open to long",Straight,,,,,Aries,,Bachelors,,Often,,,True
358,20.0,False,,Hanzehogeschool Groningen,Groningen,0.0,,,,,0.0,,,,,,,,,True
359,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,Aquarius,,Bachelors,,,,,True
360,25.0,True,,,Groningen,0.0,Still figuring it out,,,,0.0,,,,,,,,,True
361,26.0,False,F,University of Groningen,,,,,,,,,,,,,,,,True
362,21.0,False,F,Rijksuniversiteit Groningen,Groningen,1.0,Still figuring it out,,,,,,,,,,,,,True
363,23.0,True,F,University of Groningen,,,,,,,0.0,,,,,,,,,True
364,23.0,False,,,,0.0,,,,,0.0,,,,,,,,,True
365,26.0,False,F,Hanzehogeschool Groningen,Groningen,,"Long-term, open to short",,,,0.0,,Virgo,,Bachelors,Monogamy,Sometimes,hbo-verpleegkundige Psychiatrie,,True
366,23.0,True,M,Rijksuniversiteit Groningen,Groningen,1.0,"Long-term, open to short",Gay,,,,,Pisces,184.0,Masters,Monogamy,Everyday,Teaching assistant,Rijksuniversiteit Groningen,True
367,23.0,True,,Hanzehogeschool Groningen,,0.0,,,,,0.0,,Taurus,174.0,,,,"[{'company': {'name': 'Rijksuniversiteit Groningen'}, 'title': None}]",Rijksuniversiteit Groningen,False
368,23.0,False,,Communication & Multimedia Design,Groningen,0.0,,,,,,,Cancer,,,,,Grafisch Designer & Fotograaf,,True
369,22.0,False,,Hanzehogeschool Groningen,,0.0,,,,,,,Taurus,,,,,,,True
370,23.0,False,,,Groningen,0.0,"Short-term, open to long",,,,,,Capricorn,,,Open to exploring,,Leerling persoonlijk begeleider maatschappelijke zorg,,True
371,22.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Aries,,In Grad School,,,,,True
372,23.0,False,,,,0.0,Still figuring it out,,,,,,Leo,,Trade School,,Sometimes,,,False
373,21.0,False,,,,0.0,Still figuring it out,,,,,,,,,Monogamy,,,,True
374,25.0,False,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,,,,,,,,True
375,25.0,False,,Hanzehogeschool Groningen,,0.0,"Long-term, open to short",Gay,,,,,,,,,,,,True
376,20.0,True,,International business,Groningen,0.0,Still figuring it out,,0.0,0.0,0.0,,,,,Open to exploring,Often,Bohemian,Rhapsody,True
377,26.0,True,F,University of Groningen,Groningen,1.0,,,,,,,Libra,,In College,,,,,True
378,22.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,Monogamy,,,,True
379,23.0,False,F,,,,,,,,,,,,,,,,,False
380,24.0,False,F,Hanzehogeschool Groningen,Groningen,,,,,,,,,,In Grad School,,,,,True
381,24.0,False,F,University of Groningen,Groningen,,,,,,,,Libra,,In Grad School,,,,,True
382,23.0,False,,,Groningen,0.0,,,,,,,Virgo,,In College,,Often,Makelaardij,,True
383,22.0,False,,Rijksuniversiteit Groningen ,Groningen,0.0,,,,,0.0,,,,,,,,,True
384,25.0,True,,Windesheim,,0.0,Still figuring it out,,0.0,0.0,,,Leo,,In Grad School,,,HBO verpleegkundige,GGZ Drenthe,False
385,26.0,False,,Medische Beeldvormende en Radiotherapeutische Technieken,,0.0,"Long-term, open to short",,,,0.0,,,,,,,Radiotherapeutisch laborant,UMCG,True
386,21.0,True,,Hanze University of Applied Sciences Groningen,Groningen,0.0,"Short-term, open to long",,,,,,Aries,168.0,In College,Monogamy,Sometimes,,,True
387,25.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Libra,,In Grad School,,Often,,,True
388,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,Leo,172.0,Bachelors,Monogamy,Often,,,True
389,26.0,True,,Hanzehogeschool Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Aries,,In Grad School,,Sometimes,"Project leider, audio engineer",Mertens AVR,True
390,25.0,True,,Hanze University of Applied Sciences Groningen,,0.0,Long-term partner,,,,,,Leo,183.0,Bachelors,Monogamy,,,,True
391,26.0,False,,Hanzehogeschool Groningen,,0.0,,,,,,,,,,,,,,True
392,22.0,False,,Geneeskunde,,0.0,,,,,,,,,,,,,,True
393,22.0,True,,Noorderpoort,Groningen,0.0,"Long-term, open to short",,,,,,Pisces,,In College,,Sometimes,gehandicapten begeleider,,True
394,22.0,False,M,,Groningen,1.0,Still figuring it out,,,,,Trans man,Libra,,,,Sometimes,,,True
395,22.0,False,,Universidade de Coimbra,,0.0,Short-term fun,,,,0.0,,Scorpio,,,Open relationship,,,,True
396,23.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
397,24.0,True,F,Hanze University of Applied Sciences Groningen,Groningen,,,,,,,,Aquarius,,Bachelors,,Sometimes,,,True
398,21.0,True,,Communication and Multimedia Design ,Groningen,0.0,,,,,,,Sagittarius,187.0,Bachelors,,Often,,,True
399,21.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
400,21.0,True,,,Groningen,0.0,,,,,,,,,In Grad School,,Sometimes,"[{'company': {'name': 'IKEA'}, 'title': None}]",IKEA,True
401,19.0,False,,Rijksuniversiteit Groningen,,0.0,,,,,,,,186.0,,,,"[{'company': {'name': 'Tandheelkunde'}, 'title': None}]",Tandheelkunde,True
402,23.0,True,F,Hanze University of Applied Sciences Groningen,Groningen,1.0,,Straight,,,,,Taurus,,,,,,,True
403,25.0,False,,Hanzehogeschool Groningen,,0.0,,,,,0.0,,Leo,,,,,,,True
404,20.0,False,M,Hanze University of Applied Sciences Groningen,Groningen,1.0,"Long-term, open to short",,0.0,0.0,,,Taurus,199.0,Bachelors,,Everyday,Bedieningsmedewerker,Horeca,True
405,21.0,False,,Lucia Marthas Institute For Performing Arts,Groningen,0.0,,,,,,,,,In Grad School,,,,,True
406,21.0,False,,Hanzehogeschool Groningen,Groningen,0.0,"Short-term, open to long",,,,0.0,,,,,Monogamy,,,,True
407,19.0,False,,,,0.0,Still figuring it out,,,,,,Aquarius,,,,Often,,,True
408,26.0,True,,,,0.0,"Long-term, open to short",,,,0.0,,,,,,,,,True
409,23.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
410,21.0,False,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,0.0,0.0,0.0,,Leo,,In Grad School,,,,,True
411,22.0,False,,University of Groningen,Groningen,0.0,Still figuring it out,,,,0.0,,Gemini,190.0,In College,,Sometimes,Student Mentor and Constant Headache,University of Groningen,True
412,25.0,True,,,,0.0,"Long-term, open to short",,,,,,,179.0,,,,,,True
413,25.0,False,,Hanzehogeschool Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Libra,,In Grad School,Open to exploring,,Student Social Work & PB speciaal onderwijs,,True
414,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,170.0,Bachelors,,,,,True
415,22.0,True,,,Groningen,0.0,Still figuring it out,Straight,,,,,Sagittarius,166.0,Trade School,,Never,,,True
416,26.0,True,,,Groningen,0.0,Still figuring it out,,,,,,Leo,,,,,,,True
417,25.0,False,,,,0.0,Still figuring it out,,,,,,,,In College,,,,,True
418,26.0,True,F,Rijksuniversiteit Groningen,Groningen,,,,,,0.0,,Gemini,,Masters,,,,,True
419,26.0,True,,,Groningen,0.0,,,,,,,Scorpio,,In Grad School,Monogamy,,Projectmanager,Buurtdokters,True
420,22.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,Personal Trainer,,True
421,20.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,"Short-term, open to long",,,,,,,,Bachelors,,,,,True
422,21.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,0.0,,,,,,,,,True
423,24.0,False,F,Hanze University of Applied Sciences Groningen,Groningen,1.0,,Pansexual,,,0.0,,Cancer,,In College,,,,,True
424,24.0,True,F,,Groningen,1.0,"Short-term, open to long",,,,,,Cancer,,In College,Monogamy,Never,Intern,,True
425,25.0,True,,,Groningen,0.0,"Long-term, open to short",Queer,,,,,Gemini,185.0,Trade School,Open to exploring,,Pedagogisch medewerker en stagecoördinator,,True
426,22.0,True,,,Groningen,0.0,,,,,0.0,,,,,,,,,True
427,26.0,True,,Stenden Hogeschool,Groningen,0.0,Still figuring it out,,,,,,Gemini,180.0,In Grad School,Monogamy,Often,Advisor,VZ,False
428,22.0,False,,,Groningen,0.0,Still figuring it out,,,,,,Libra,,,,,,,True
429,22.0,False,,Verloskunde Academie Amsterdam Groningen,Groningen,0.0,,,,,,,,,,,,,,True
430,25.0,True,,University of Groningen,Groningen,0.0,Still figuring it out,,,,,,,,Masters,,,Research Internship,,True
431,20.0,True,,University of Groningen,,0.0,Short-term fun,,,,,,,,,,,,,True
432,23.0,False,,University of Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Scorpio,182.0,Bachelors,Open to exploring,Sometimes,,,True
433,23.0,True,M,University of Groningen,Groningen,1.0,,,0.0,0.0,,,,,,,Often,,,True
434,25.0,False,,,Groningen,0.0,,,,,,,Aries,,In Grad School,,Sometimes,,,True
435,22.0,False,,Otto-von-Guericke-Universität Magdeburg,,0.0,,,,,,,,,,,,,,True
436,20.0,False,,,Groningen,0.0,Long-term partner,,,,,,Pisces,,,Monogamy,,,,True
437,26.0,False,M,University of Groningen,Groningen,1.0,"Short-term, open to long",,,,,Trans man,,,,,,PhD student,,True
438,26.0,True,,Rijksuniversiteit Groningen,,0.0,Still figuring it out,,,,,,,,,,,,,True
439,19.0,False,,,Groningen,0.0,Still figuring it out,,,,,,,,,,Sometimes,,,False
440,25.0,False,,,,0.0,,,,,,,,,,,,,,True
441,23.0,True,,VU University Amsterdam,Amsterdam,0.0,,,0.0,0.0,0.0,,,,In College,,Often,,,True
442,24.0,False,,University of Groningen,Groningen,0.0,"Short-term, open to long",,,,,,Leo,,Bachelors,Monogamy,,,,True
443,22.0,True,M,Radboud University Nijmegen,Groningen,1.0,,,,,,,,,Bachelors,,Often,Dental Student,,True
444,24.0,True,F,,,1.0,Still figuring it out,,,,0.0,,Libra,,Masters,,Sometimes,Content Marketeer,,True
445,25.0,False,,,,0.0,,,,,,,,,,,,,,True
446,25.0,False,,NHL Hogeschool,,0.0,,,,,0.0,,,,,,,,,True
447,20.0,True,,Hanzehogeschool Groningen,Groningen,0.0,,,0.0,0.0,,,Virgo,,,,,Ondernemer,,True
448,22.0,False,,University of Groningen,Groningen,0.0,,,,,,,,,,,,,,True
449,25.0,True,F,,Groningen,1.0,,,,,,,Sagittarius,,,,,,,True
450,20.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,0.0,,,,,,,,,True
451,23.0,False,,Hanzehogeschool Groningen,,0.0,,,,,,,,,,,,,,True
452,26.0,True,M,,,1.0,"Long-term, open to short",Gay,,,,,,177.0,,Monogamy,,Student,,True
